13;;57;In the Linux GUI what key combinations can you use to bring up a shell prompt?;CTRL-ALT-Fx <br /><br />The x is a number from 1 to 6. <br /><br />Make the x into a 7 to return to the GUI.<br><br>** NOTE: In Fedora systems you press ALT-F1 to return to your GUI environment. 
14;;57;In a shell log in how can you bring up another shell?;ALT-Fx<br><br>Where x is a number from 2 to 6 to open a new session.<br><br>To switch back make enter 1 in the x place holder. 
15;;60;What is opened when you boot the system to runlevel 3?;A login shell is opened when you boot to runlevel 3.<br><br>If you boot into a graphical enviroment (runlevel 5) a login shell is still created at boot, but it is not seen. 
16;;60;When are you opening a non-login shell?;When you boot to the desktop GUI and bring up the terminal you are in a non-login shell.<br><br>When using a non-login shellbash runs /etc/bashrc for system wide functions and aliases, and then it runs ~/.bashrc from the user's home directory for user-specific customizations. 
17;;60;When a login shell is run what order does the bash shell search for configuration files?;The /etc/profile is read first to intially configure the shell environment. The shell then searches for the following files in the user's home directory in the following order:<br><br>1. ~/.bash_profile<br /><br />2. ~/.bash_login<br /><br />3. ~/.profile
18;;60;For changing the bash shell environment for all users what file is recommended to be edited instead of the /etc/profile file?;/etc/profile.local<br /><br />This helps to avoid changes which might happen when an update is applied to the operating system. 
19;;60;What are some bash configuration files?;/etc/bashrc or /etc/bash.bashrc -- Non-login shells -- contains shell system wide functions and aliases.<br /><br />~/.bashrc -- Non-login shells (some login shells from certain ditributions use this called from the configuration files listed below) -- Stores user-specific functions and aliases. <br /><br />/etc/profile and the files in /etc/profile.d -- Login shells -- Contains system-wide shell environment configuration parameters.<br /><br />~/.bash_profile -- Login shells -- Stores user-specific shell preferences.<br /><br />~/.bash_login -- Login shells -- Stores user-specific shell preferences.<br /><br />~/.profile -- Login shells -- Stores user-specific shell preferences.<br /><br />~/.bash_logout -- Loging shells -- Stores user-specific shell preferences.
20;;61;What file is used when you log out of the bash shell?;.bash_logout<br /><br />Most distributions don't include this file in user's home directories by default. However most systems will allow the user to create their own .bash_logout file. 
21;;61;What location by default is not checked by the PATH enviromental variable by the command interpreter?;It does not check the current directory. Linux only searches for the file being run within the directories in the current user's PATH variable. <br /><br />Typically this is something like this:<br /><br />$ echo $PATH<br />/usr/lib/lightdm/lightdm:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games<br><br>The command 'env' also lists the PATH variable as part of its output.<br /><br />
22;;61;What are the ways around running a executable not stored in a location in the PATH variable?;1. Enter the full path to th file:<br><br>/home/some_folder/runme.sh<br><br>2. Switch to the directory where this resides and run with './' added like this:<br><br>./runme.sh<br><br>3. You can add the directory where executable is to the PATH variable.
23;;61;What command can be used when running a command from the shell that replaces the shell with the process in the command?;exec<br><br>Usually commands when executed run alongside the shell process. Using 'exec' you replace the shell with the process (exit).
24;;61;In what file is the command history kept?;~/.bash_history<br /><br />You can display the contents of the file by entering 'history' in the shell prompt.<br /><br />You can search through history entering part of the command and the CTRL-R.
25;;61;What are some variables for managing the history file used for bash?;HISTSIZE or HISTFILESIZE<br><br>This controls the size of the history file. Most distributions set this at 1000 entries. <br><br>HISTCONTROL<br><br>This controlls how your command history is stored. <br><br>-- ignorespace, Ignore commands that start with a space. <br><br>-- ignoredups, Ignore duplicate commands. <br><br>-- ignoreboth, This combines ignorespace and ignoredups.<br><br>-- erasedups, Removes all duplicate entries. 
26;;9;What are the main sources of documentation for Linux?;The 'man' and 'info' pages available through the command line. 
27;;9;What are some ways to show the man page path depending on the distribution?;1. echo $MANPATH<br /><br />2. 'manpath -g' or 'manpath -a'<br><br>3. MANPATH_MAP directive in the /etc/man_db.conf file to specify the directories where man pages are stored.
28;;9;What section of the man manual list documentation on programs and shell commands that can be used by any user?;man1
29;;9;What section in the man manual list documentation on system functions provided by the Linux kernel?;man2
30;;9;What section in the man manual list documentation on library functions?;man3
31;;9;What section in the man manual lists documentation on special files found in /dev?;man4
32;;10;What section in the man manual lists documentation on file format descriptions and conventions?;man5
33;;10;What section in the man manual lists documentation on games?;man6
34;;10;What section in the man manual lists documentation on miscellaneous conventions?;man7
35;;10;What section in the man manual list documentation on administrative utilities used by the root user?;man8
36;;10;What section in the man manual list documentation on kernel routing documentation?;man9
37;;11;What types of heading listings are usually included in the man output.;-- Title, The title lists the name of the utitily, command or file followed by the section number. <br><br>-- Name, The NAME section simply displays the name of the command, file, or utility and a short abstract about what it does. <br><br>-- Synopsis, The SYNOPSIS section provides a brief description of the syntax for using a particular command or utility. If the man page documents a configuration file the SYNOPSIS section provides a brief overview of what the file is used for.<br><br>-- Description, The DESCRIPTION section describes how the command, file, or utilty works in detail. This is the section where all the options are listed. <br><br>-- AUTHOR<br><br>-- REPORTING BUGS, email address for reporting bugs.<br><br>-- COPYRIGHT, copyright and redistribution information. <br><br>-- SEE ALSO, Provides a list of other man pages or other resources that are related. <br><br>-- Version Number and Revision Date.<br><br>-- Other optional entires like OPTIONS, FILES, ENVIRONMENT, or DIAGNOSTICS. 
38;;11;How do you search for a term in the man page?;/&lt word&gt <br><br>Enter the word afterthe forward slash. To see the next instance of this word in the page enter 'n'. <br><br>
39;;11;What are two different ways to search across man pages for terms?;1. man -k<br /><br />Example:<br /><br />man -k remove<br /><br />2. apropos <br /><br />Example:<br /><br />apropos remove
40;;11;In the info output what are pages called?;nodes
41;;11;What is the advantage of using the info pages instead of the man pages?;Info pages tend to be more descriptive of the process of using the command. The man page only lists the command and its syntax.
42;;11;What are some shortcut movements in the info node?;Down Arrow, Scrolls down one line at a time. <br /><br />Up Arrow, Scrolls up one line at a time. <br /><br />Page Down, Scrolls down one page at a time. <br /><br />Page Up, Scrolls up one page at a time. <br /><br />DEL or Backspace, Scrolls up one page at a time. <br /><br />Home, Moves you to the beginning of the node. <br /><br />End, moves you to the end of the node. <br /><br />N, Takes you to the next node. <br /><br />Q, Unloads the current man page and exits the info ulitilty. 
43;;11;How do you bring up search in an info node?;CTRL-S<br><br>To get to the next instance of the search text press CTRL-S again. 
44;;62;What environmental variable defines the full path to the shell executable?;BASH or SHELL<br><br>The default value is usually /bin/bash
45;;62;What environmental variable lists the type of CPU installed in the system?;CPU<br><br>The default value depends on your system. 
46;;62;What environmental variable displays the location of where the X Window display should be sent?;DISPLAY<br><br>0.0 (the local video card and monitor)
47;;62;What environmental variable displays the name of the file bash reads to configure its environment?;ENV<br><br>It has a default value of /bash/bash.bashrc.
48;;62;What environmental variable lists the user ID (UID) of the current user?;EUID
49;;62;What environmental variable lists the path to the bash command history file?;HISTFILE<br><br>The default location is<br><br>~/.bash_history
50;;63;What environmental variable lists the number of commands saved in the command history file?;HISTSIZE<br><br>The default value is 1000.
51;;63;What environmental variable lists the path to the current user's home directory?;HOME<br><br>
52;;63;What environmental variable list the hostname of the system?;HOST or HOSTNAME<br><br>
53;;63;What environmental variable lists the username of the current user?;LOGNAME<br><br>
54;;63;What environmental variable lists the&nbsp &nbsp path to the current user's mailbox file?;MAIL<br><br>The default location is /var/spool/mail/username or /var/mail/username
55;;63;What environmental variable lists the psth to the prior current directory?;OLDPWD
56;;64;What environmental variable has a list of directories to be searched when running a command from the shell prompt?;PATH
57;;64;What environmental variable outputs the path to the current working directory?;PWD
58;;64;What command will show a scrollable list of all environmental variables from the shell?;set | less<br><br>or<br><br>env | less
59;;64;What is the technique to temporarily modify or add a shell variable?;In the shell enter variable=value. <br><br>For example<br><br>PATH=$PATH:/var/opt/my_folder<br><br>If you do not include the $PATH after the equals the variable is replaced with the value instead of appended.<br><br>This PATH variable now only applies to the current shell. To make the assignment to apply to all shells, you need to export the new value of the variable. <br><br>export variable 
60;;64;What is a typical PS1 display shell prompt settings for a user in Cent OS?;[\u@\h \W]\$<br><br>The values here are:<br><br>\u&nbsp &nbsp the username of the current user<br><br>\h&nbsp &nbsp the hostname up to the first '.'<br><br>\W&nbsp &nbsp the basename of the current working directory, with $HOME abbreviated with a tilde<br>
61;;64;Where can you find information on changing the PS1 prompt strings to be customized by inserting a number of backslash-escaped special characters that are decoded?;First in the shell<br /><br />man bash<br /><br />Then go to the prompting section. <br /><br />Bash allows these prompt strings to be customized by inserting a number of backslash-escaped special characters that are decoded.<br /><br />Some examples are:<br /><br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \d&nbsp &nbsp &nbsp &nbsp &nbsp the&nbsp &nbsp date&nbsp &nbsp in &quot Weekday Month Date&quot  format (e.g., &quot Tue May 26&quot )<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \h&nbsp &nbsp &nbsp &nbsp &nbsp the hostname up to the first `.'<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \H&nbsp &nbsp &nbsp &nbsp &nbsp the hostname<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \t&nbsp &nbsp &nbsp &nbsp &nbsp the current time in 24-hour HH:MM:SS format<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \T&nbsp &nbsp &nbsp &nbsp &nbsp the current time in 12-hour HH:MM:SS format<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \w&nbsp &nbsp &nbsp &nbsp &nbsp the current working&nbsp &nbsp directory,&nbsp &nbsp with&nbsp &nbsp $HOME&nbsp &nbsp abbreviated<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp with&nbsp &nbsp a tilde (uses the value of the PROMPT_DIRTRIM vari‐<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp able)<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \W&nbsp &nbsp &nbsp &nbsp &nbsp the basename of the current working directory, with $HOME<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp abbreviated with a tilde<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \[&nbsp &nbsp &nbsp &nbsp &nbsp begin&nbsp &nbsp a sequence of non-printing characters, which could<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp be used to embed a terminal&nbsp &nbsp control&nbsp &nbsp sequence&nbsp &nbsp into&nbsp &nbsp the<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp prompt<br />&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp \]&nbsp &nbsp &nbsp &nbsp &nbsp end a sequence of non-printing characters<br />
62;;64;What are some limits on user defined variables?;-- Variable names can contain letters or numbers, but they may not begin with a number.<br><br>-- Variable names may contain hyphens (-) or underscore characters (_).<br><br>-- Try to use all uppercase characters.
63;;65;What is an alias in the shell?;Aliases allows a string to be substituted for a word when it is used as the first word of a simple command.&nbsp &nbsp The shell maintains a list of aliases that may be set and unset with the alias and unalias builtin commands.<br /><br />The first word of the replacement text is tested for aliases, but a word&nbsp &nbsp that is&nbsp &nbsp identical to an alias being expanded is not expanded a second time. This means that one may alias ls to ls -F, for instance, and bash does not try to recursively expand the replacement text.
64;;65;How do you assign a command to an alias?;alias name=&quot command&quot <br><br>You can create an alias with multiple commands by seperating them with a semicolon ( ). <br><br>You can make an alias persistent by adding to the bash configuration files that are either system-wide of user-specific. 
65;;65;What are the standard three bash shell file descriptors?;stdin - Standard input  The stdin for a command is represented by the number 0. <br /><br />stdout - Standard ouput  The stdout for a command is represented by the number 1. <br /><br />stderr - Standard error  The stderr for a command is represented by the number 2.&nbsp &nbsp 
66;;65;What is the syntax for redirection to a file the command shell? ;command output&gt  filename_or_device<br /><br />If you do not enter the file descriptor number in the command (output), the shell will assume the you want to redirect only stdout from the command.<br /><br />If you would like to append to an existing file instead of replacing it use &gt &gt  instead of &gt .
67;;65;What is the syntax for redirecting input in the shell?;command &lt  input_text_or_file<br /><br />Example:<br /><br />sort &lt  My_list
68;;65;What is the advantage of using the 'tee' command. ;The 'tee' command writes to standard out and to a file.<br /><br />Syntax:<br /><br />command | tee filename
69;;65;What command can be used to remove a value assigned to a variable?;unset<br><br>Syntax:<br><br>unset variable_name<br><br>For debian based the command is unsetenv. <br><br>This is a builtinbash command.<br><br>
70;;12;What is the most common folder to store system configuration files in?;/etc
71;;12;What are VI'S four different operating modes? <br /><br />;1. Command mode (normal mode)<br /><br />This mode is used for different commands to delete copy, search and manipulate the file.<br /><br />2. Command-line mode <br /><br />This mode is entered after command mode by entering a colon (:). This mode is for file related tasks.<br /><br />3. Insert mode<br /><br />This mode is where text is typed. There are no file operations in this mode. The Esc key gets out of this mode. <br /><br />4. Replace mode<br /><br />Pressing INSERT twice will get you in this mode. This mode overwrites the current location of the cursor. 
72;;12;What are some different ways of enter insert mode in VI.;i, Insert key, s, o, a<br /><br />
73;;12;What are some common commands at the command-line fo VI?;exit<br /><br />Writes the current file and then closes vi.<br /><br />wq <br /><br />Also writes the current file to disk and closes vi.<br /><br />q<br /><br />Closes viwithout saving the current file. This can be used only if the file hasn't changed. If the file has been changed, then you must enter q!<br /><br />w!<br /><br />Overwrites the current file<br /><br />e!<br /><br />Forget changes since last write.
74;;12;What feature in vi can help check for syntax issue?;In the command mode enter<br><br>:syntax on | off
75;;12;What are the equivalent of the arrow keys in the vi command mode?;h - Moves the cursor left one character<br /><br />j - Moves the cursor down one line.<br /><br />k - Moves the cursor up one line.<br /><br />l - Moves the cursor right one character.<br><br>o - Moves the cursor to the start of the current line. 
76;;13;Name some command options in VI for saving text and/or leaving VI.;:w Write<br /><br />:wq Write quit<br /><br />:x Write and quit<br /><br />:q Quit<br /><br />:q! Quit and ignore changes<br /><br />ZZ Write if change and quit (notice there is no colon).<br /><br />:r filename Read in file name<br /><br />: w filename Write to filename<br /><br />:n,m w filename Write lines n through m to filename<br /><br />:e! Forget change<br /><br />:w! Overwirtes the current file<br /><br />:exit Writes the current file and then closes VI<br />
77;;13;In command mode what are some of the delete options for VI?;Each of these take the text deleted and saves in a temporary memory buffer. <br><br>x - Delete the character.<br><br>D - Delete the rest of the line.<br /><br />dw - Deletes the word that come immediately after the cursor, including the space following the word. <br /><br />de - Deletes the word that comes immediately after the cursor, not including the space. <br /><br />d$ - Deletes from the insertion point to the end of the line. <br /><br />dd - Deletes the entire current line. <br /><br />If you would like to use the memory buffer use the command below. <br /><br />p - Inserts the text deleted in the last deletion operation after the current cursor location. 
78;;13;What can be used in command mode in VI to undo the last action?;u Undo the last change.<br><br>U Undo all changes on the same line.<br>
79;;13;What are some append options in the command mode in VI?;a Append after cursor.<br><br>A Append after line.
80;;13;What are some copy options in command mode in VI?;yy Yank the line in which the cursor is located to the buffer. <br><br>yw Yank the word to the buffer.<br><br><br><br><br>
81;;13;In VI command mode how can you get the status of the current file?;CTRL-G<br><br>This diaplays a status line at the bottom of the interface. The contents include name of the file, the status of the file, the total number of lines, and the current cursor location. <br><br>
82;;14;What are some change commands in command mode for VI?;C Change to the end of the line.<br /><br />cw Change the current word with new text, starting with the character under the cursor, until ESC is hit. <br /><br />cc Change the whole line. <br /><br />c (c followed by a space) Change the character.<br><br>c) Change the rest of the sentence from the cursor. 
83;;14;What are some different methods of searching in the VI editor?;In the command mode run these commands.<br /><br />-- Search forward in the text.<br /><br />/search_term<br /><br />-- Search backwards in the text<br /><br />?search_term<br /><br />-- Repeat the last search given by &quot /&quot  or &quot ?&quot <br /><br />n<br><br /><br>-- Replace all occurances of pattern on the current line<br />with replacement.<br /><br />:s/pattern/replacement/ <br /><br />-- Replace all occurances of pattern in the whole file<br />with replacement.<br /> <br />:s/pattern/replacement/g <br /><br />A search and replace through all lines of a file is common enough that a shorthand command was developed to stand for &quot first through last.&quot  The percent sign (%) is equivalent to the address range 1,$. <br><br /><br>:%s/pattern/replacement/<br><br />The &quot .&quot  and &quot $&quot  play a special role in this sort of designation. &quot .&quot  indicates the current line, and &quot $&quot  indicates the last line of the file. <br><br /><br>To delete from the current line to the end:<br><br /><br>:.,$d<br><br /><br><br /><br /><br /><br /><br />
84;;29;What are some common Linux disk file systems?;Fat16, Fat32, NTFS, ext2, ext3, ext4, reiserFS, JFS, XFS, Btrfs
85;;29;What is the top most directory in Linux/Unix?;/<br><br>The root directory.
86;;29;What directory contains the executable files and essential command binaries?;/bin
87;;29;What directory contains the files which are required to boot your system?;/boot
88;;29;What directory contains special files that are used to represent the hardware devices installed on the system?;/dev
89;;29;What are two types of files in use for the /dev directory?;1. Character-oriented device files are used for devices that send or receive data sequentially one character at a time. These devices usually don't support random access to the data they manage. <br><br>Some devices are printers, mouse , and tape drives. <br><br>2. Block-oriented device files are used for devices that manage data in blocks. Block devices usually support random access to the data they manage.<br><br>Some devices are floppy disks and hard drives.
90;;29;What directory contain files that are use to represt the various hardawr device installed on the system?;/dev
91;;29;What are the common Linux device names?;-- The first floppy drive is named /dev/fd0.<br><br>-- The second floppy drive is named /dev/fd1.<br><br>-- The first SCSI disk (SCSI ID address-wise) is named /dev/sda.<br><br>-- The second SCSI disk (address-wise) is named /dev/sdb, and so on.<br><br>-- The first SCSI CD-ROM is named /dev/scd0, also known as /dev/sr0.<br><br>-- The master disk on IDE primary controller is named /dev/hda.<br><br>Here is a real-life example. Let's assume you have a system with 2 SCSI disks, one at SCSI address 2 and the other at SCSI address 4. The first disk (at address 2) is then named sda, and the second sdb. If the sda drive has 3 partitions on it, these will be named sda1, sda2, and sda3. The same applies to the sdb disk and its partitions.<br><br>Note that if you have two SCSI host bus adapters (i.e., controllers), the order of the drives can get confusing. The best solution in this case is to watch the boot messages, assuming you know the drive models and/or capacities.<br><br>Linux represents the primary partitions as the drive name, plus the numbers 1 through 4. For example, the first primary partition on the first IDE drive is /dev/hda1. The logical partitions are numbered starting at 5, so the first logical partition on that same drive is /dev/hda5. Remember that the extended partition, that is, the primary partition holding the logical partitions, is not usable by itself. This applies to SCSI disks as well as IDE disks. <br><br>&nbsp &nbsp &nbsp &nbsp The slave disk on IDE primary controller is named /dev/hdb.<br><br>The master and slave disks of the secondary controller can be called /dev/hdc and /dev/hdd, respectively. Newer IDE controllers can actually have two channels, effectively acting like two controllers.<br><br>The partitions on each disk are represented by appending a decimal number to the disk name: sda1 and sda2 represent the first and second partitions of the first SCSI disk drive in your system. 
92;;33;What directory can optionally be used to access system resources that have no connection to physical hardware?;/dev<br /><br />An example could be a random number generator.<br /><br />/dev/random
93;;33;What directory contains text-based configuration files used to control the operation of a program?;/etc<br><br>These files can not an executable binary. 
94;;33;What /etc file contains a table used to redirect mail to local recipients?;/etc/aliases
95;;33;What /etc file configures file systems to be exported to remote NFS clients. ;/etc/exports
96;;33;What /etc file lists the partitions and file systems that will be automatically mounted when the system boots?;/etc/fstab<br><br>
97;;33;What file in /etc controls user access to the FTP service?;/etc/ftpusers
98;;33;What /etc file contains local group definitions?;/etc/group
99;;33;What /etc file contains configuration parameters for the GRUB bootloader?<br />;/etc/grub.conf<br><br>There are major changes coming to this configuration in GRUB 2. 
100;;33;What /etc file contain what might be called the LMHOST of the Linux configuration files?;/etc/hosts
101;;34;What /etc file contains the configuration parameters for the init process?;/etc/initab<br /><br />There is no /etc/inittab in Ubuntu, bacause Ubuntu uses upstart to define startup services and runlevel.
102;;34;What /etc subdirectory contains startup scripts for services installed on the system?;/etc/init.d/<br><br>On Fedora or Red Hat systems, these are located in&nbsp &nbsp /etc/rc.d/init.d.
103;;34;What /etc configuration file contains parameters for your kernel modules?;/etc/modules.conf
104;;34;What /etc/file configures which services are to be used to resolve hostnames and to stare users, groups, and passwords?;/etc/nsswitch.conf<br><br /><br>This file defines the order is which services will be used for name resolution. Some options are:<br><br /><br>aliases<br>&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp <br>Mail aliases, used by sendmail(8).&nbsp &nbsp Presently ignored.<br>&nbsp &nbsp &nbsp &nbsp &nbsp <br>hosts&nbsp &nbsp <br><br /><br>Host names and numbers, used by gethostbyname(3) and similar functions.<br><br /><br>networks<br>&nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp <br>Network names and numbers, used by getnetent(3) functions.
105;;34;What /etc/ configuration file contains your system user accounts?;/etc/passwd
106;;34;What /etc file specifies the DNS server and domain suffix used by the system?;/etc/resolv.conf<br><br /><br>Options are:<br><br /><br>search <br><br /><br>Search list for host-name lookup. The search list is normally determined from the local domain name  by default, it contains only the local domain name.<br><br /><br>Domain <br><br /><br>Local domain name.<br><br /><br>Most queries for names within this domain can use short names relative to the local domain. If no domain entry is present, the domain is determined from the local hostname returned by gethostname.<br><br /><br>nameserver <br><br /><br>Name server IP address<br>&nbsp &nbsp &nbsp &nbsp <br>Internet address (in dot notation) of a name server that the resolver should query. 
107;;34;What /etc file maps port numbers to named services on the system? ;/etc/services
108;;34;What /etc files contains encrypted passwords for your user accounts?;/etc/shadow
109;;35;What /etc folder contains X Window configuratin files?;/etc/X11/
110;;35;What folder contains the directories for each user's account?;/home
111;;35;What directory contains code libraries used by programs in /bin and /sbin?;/lib<br><br>The kernel modules are also stored in the modules subdirectory of /lib.
112;;35;What are two different directories used by different Linux distributions for mountng optical drives, USB drives, and floppy diskettes?;/media <br><br>or<br><br>/mnt<br><br>
113;;35;What folder is reserved for add-on application software packages?<br />;/opt <br /><br />A package to be installed in /opt must locate its static files in a separate /opt/&lt package&gt  or /opt/&lt provider&gt  directory tree, where &lt package&gt  is a name that describes the software package and &lt provider&gt  is the provider’s LANANA registered name.<br />
114;;35;What is the psuedo-file system that is dynamically created whenever it is accessed? ;/proc<br><br>The proc filesystem is the de-facto standard Linux kernel method for handling process and system information. <br><br>Note that in this directory you will find several subdirectories that are numbered. These numbers correspond to the process ID (PID) number of the associated process running on the system. Within that folder will be information about that process running on the system. <br><br><br>
115;;35;What directory is for the root user's home directory?;/root
116;;35;What directory holds essential system binaries?;/sbin<br /><br />This directory contains important system management and administration files, such as fdisk, fsck, ifconfig, init, mkfs, shutdown, and halt.
117;;35;What directory contains subdirectories where services such as httpd and ftpd save their files?;/srv
118;;36;What directory contains information about the hardware in your system?;/sys
119;;36;What directory contains temporary files?;/tmp<br /><br />Do not save anything in the /tmp directory permanently.
120;;36;What directory contains the application files?;/usr<br><br>Some of the included subdirectories are:<br><br>bin - Most of your executable programs.<br><br>lib - Library files.<br><br>lib64 - 64-bit library files.<br><br>local - Locally installed software that you created yourself. This helps to prevent is from being overwritten during a system update.<br><br>sbin - System administration programs. <br><br>share - Documentation and man page files.
121;;36;What directory contains variable data files?;/var<br><br>This includes spool directories and files, administrative and logging data, and transient and temporary files. Some portions of /var are not shareable between different systems. For instance, /var/log, /var/lock, and /var/run. Other portions may be shared, notably /var/mail, /var/cache/man, /var/cache/fonts, and /var/spool/news.<br><br>Some subdirectories are:<br><br>lib - Library files created by various services and applications running on the system.<br><br>log - Log files from your system and from services running on the system.<br><br>spool - Print queues.<br><br>
122;;36;What are the common Linux file types? ;Regular file -- These files are similar to other OS types: executable files, text, image, etc...<br><br>Links -- These files are pointers that point to other files in the file system.<br><br>FIFOs -- These are special files used to move data from one running process on the system to another. A FIFO files is basically a queue where the first chunk of data added to the queue is the first chunk of data removed from the queue. Data can only move in one direction through a FIFO.<br><br>Sockets -- Sockets are like FIFOs, but can move data bi-directionally.
123;;36;What is the basic syntax for the find command?;find /path -name &quot filename&quot <br /><br />You can use regular expressions:<br /><br />find /path -name &quot *.log&quot <br /><br />By default the find command does not follow symbolic links. The -L option allows for the following of symbolic links. <br /><br />You can also use find to search for<br /><br />find -size 100k&nbsp &nbsp &nbsp &nbsp (file size)<br /><br />find -empty -type -f&nbsp &nbsp &nbsp (empty files)<br /><br />find -nouser&nbsp &nbsp &nbsp &nbsp (find no user)<br /><br />find -user root&nbsp &nbsp &nbsp &nbsp (find root files)<br /><br />find -type f -perm -110&nbsp &nbsp &nbsp &nbsp (files permissions)<br /><br />find ~ -mtime -5 -name \.\*&nbsp &nbsp &nbsp (find hidden files in the last five days)
124;;36;What command can you use to show the full path to a command?;which &lt command&gt 
125;;36;What two options could you use to show the location of the binaries?;1. which<br /><br />2. whereis -b
126;;36;What command can you use to show the location of a commands manual page?;whereis -m &lt command&gt 
